date,user,comment
53:23,solomon Getachew,ሰው ወጥቶ እንዲገባ አውሩ ለእውነት ከቆማቹ
53:23,ጃዊሳው ነኝ,@ETHIO FORUM
1707200883807569,N/A,placeholder content
53:27,Haile firke,temtatabish abatu musen atakim inde
1707200888161077,N/A,placeholder content
53:31,Jcxf Jcxfgfghd,$🐎 $🐴 $🐀 $🐴 $🐚 $🕷
53:32,VIVA ETHIO,🇪🇹 $❤ 🇪🇹 $❤ 🇪🇹 $❤ $💐 $💐 $💐 $💪 $💪 $💪 ድሉ ተጠናክሮ ይቀጥላል
53:33,belay mengste,አማራን የሚወክሉ በስር ቤት ናቸው!!!!
53:34,Abyud Elyakem,ስንዴ ይላል እንዴ ዳቦ 10 ብር ገብቶ...አይ ካድሬ
53:36,Afripia,ፀረ ልማትና ፀረ ሰላም ሀይሎችን እጅ በመቁረጥ የኢኮኖሚ አብዮት ላይ ጠንክረን እንሰራለን፡፡
53:45,"#ሠላም!ለሃገሬ,ለዋገኔ!!🙋‍♀️",አቢቹ ጀግናነዉ፨ $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍 $👍
53:52,Nani Eyob,አቢቹ እውነትም ሙሴ ነው
53:53,Assefa Tadesse,we can assure prosperity.
1707200916422400,N/A,placeholder content
54:00,muluken teresa,ሙሴ $trophy-yellow-smiling $trophy-yellow-smiling
1707200923527968,N/A,placeholder content
54:07,Tekle Bekele,ENEM AMESIGIGNALEHU D/R ABIY !!!
54:11,African report 2050,ABIY AHMED ALI MUST LEAD $💯
54:12,Belete Tesema,Idea brief
54:16,tiktolikeshorts,ኢትዮጵያ ወደ መባረክሽ ደረስሽ ሊነጋ ጋ ሲል ይጨላልማል ። የበግ ጥላ አይተህ አምበሳ መጣ ብልህ አትበርግግ ወንድ አንዴ ነው የሚምተው አሻራ ጥለህ ሙት ትውልድ የሚጠቅም ስራ እግዚአብሔርን ያዘ ከመልካም ነገር አይጋልም
54:16,Khalid Mahamud,victory of ithopia and dream  $😍  to red sea  $🌊   $😍   $😎  muse behi from somaliland  $🌎 $👌 $✨ $🙏
54:23,Abebe Aslfawe,ምድረ ሙታን
54:24,netsanet matebie,አይ እማማ ኢትዮጵያ
54:25,Tezera Getahun,"""ኢትዩጵያዊው ሙሴ..."" ተመችቶኛል $🙏🏼 $🙏🏼 $🙏🏼 $🙏🏼 $🙏🏼"
54:26,wonde Tesfaye,abichu shanen lash adirgachew enji
54:26,Mohammed Kedir,"አይቶ, አሰላስሎ ና አስቦ የሚሰራ የሚያሻግር ለአገሩ የሚተጋ መሪ አለን ! በዚህም እንኮራለን"
54:29,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
54:32,Anilkumar Kumar,ኣብቹ ኣላሃ ቅዋውን ጨምሮ ጨማምሮ ይስጥህ የዞትር ፀሎቴ ነው በርታ
54:32,African report 2050,good Q
54:33,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
54:35,Nani Eyob,አፄ አቢቹ ሺ አመት ንገስ ሁሌም ከጎንህ ነኝ
54:35,batuga tagin,! ሀገር የጋራ እንደሆነች እስከተግባባን ድረስ ለእድገቷ የምናዋጣውን ያህል ለሰላሙም ጊዜ በእኩል መሆን አለበት!
54:35,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
54:38,Gemechu Chewo,well come
54:38,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
54:42,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
54:45,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
54:47,BONA TAFASA,gootaka itti beekta atu jaabadhu qomceen sitti naannoftee oduu male hin beektu jabaadhu abbichuukoo my hero
54:47,Abreham Molla,አብይ ፒኤችዲ የለውም። የመመረቂያ ጽሁፉን ሰረቀ።
54:48,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
54:52,Bewnetu Tadese,አገር አንድ ናት በአገር ደግሞ ተስፋ አይቆረጥም! ለአገር ዋጋ መስጠት የሚጀምረው መሪን በማክበር ነው ሀገሬ ሠላምሽ ይብዛ፡፡
54:53,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
54:57,Hanna Tamrat,ይሰራል   ተረጋጋ
55:01,Assefa Tadesse,$hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving
55:05,Jabesa Adula,Izih lay gubbo xigbachuu ilil yemitilu Xophiyaa siferse tifersalachihu
55:05,African report 2050,very good Q
55:06,Hailu Kebede,ሙሴ ሙሴ ሙሴ ሙሴሴሴሴሴሴሴሴሴሴሴሴሴሴሴ
55:08,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
55:08,Alemu Wolde,አረ ጉድ አንቃ ዛፍ ታውቃላችሁ! አንቃ ላንቃ ቢደጋገፍ፣ ተያይዞ ዘፍ፡፡ አለ አማራ ሲተርት
55:09,Hussen Nuru,ቆይ የህ/ተ/ም/ቤት ማነው የመረጣቸው ምንም አይሰሩም እኮ መቦርተፍ ነው ስራቸው ድቦ ጠሮበት መንገድ ያወራል አይ ማሽቃበጥ
55:11,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
55:14,F. A,አ ይ ንu ኦሮሞ ብ ቸ ያ የ ው
55:15,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
55:17,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
55:18,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
55:19,Abreham Molla,the animal farm!
55:19,batuga tagin,አብቹ የያዘው መንገድ እውነተኛ የልማት መንገድ ነው። የያዘው እውነትን ነው። እውነት ደግሞ ፍሬዋ ጣፋጭ ስለሆነ እንዲው እንደዋዛ አትገኝም።
1707200999014058,N/A,placeholder content
55:21,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
55:24,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
55:24,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
1707201003080775,N/A,placeholder content
55:25,demekech ayele,Bravo Dr Abyi
55:26,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
55:27,Assefa Tadesse,$hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving $hand-pink-waving
1707201007243538,N/A,placeholder content
55:30,አስሚድ ለቤዘ አልሀምዱሊለሂ,ሠላም ዉድ ኢትዮጵያዊያን ዐብቹ ይቀጥላል እነሻአ አለህ🇪🇹🇪🇹🇪🇹 $🙏
55:30,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
55:35,ኢትዮጵያ ሐገሬ,@ነጋልሽ ጥበሽኝ ስምህ ራሱ የሴተኛ አዳሪ ልጅ እደሆንክ ያሳያል $dothefive
1707201014846962,N/A,placeholder content
55:37,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
55:39,Abatihun Gashaye,$🦄 $🦄 $🦄 $🦄 $🦓 $🦓 $🦓 $🦓
1707201018947655,N/A,placeholder content
55:44,African report 2050,STAND WITH ABIY
55:44,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
1707201022966305,N/A,placeholder content
55:44,Tsadik Beyana,museeeee mussssssseeeeee
55:48,Tekle Bekele,KEJERBAH HONEWU KIFATIN MIMEKIRU HASABACHEWU AYIHONIM DEMOM AYISAKAM
55:51,Genene Asegid,ሙሴ በራታ
55:52,Senait Mulat,Viktory for Ethiopia and Somaliland $💛 $🌹 $🌹   $💪 $💪 $💪 $💕 $💕
55:54,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
55:56,Afripia,የኢትዮጵያ የነገዉ የብልፅግና ጉዞ መልካም ነዉ። በብዙ ፈተና እና በጦርነት ድባብ የተሸፈነዉ የሃገራችን ድንቅ ፕሮጀክቶች ስራዉ ራሱ አፍ አውጥቶ ይናገራል።
56:03,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
56:05,muluken teresa,ከመጀመሪያው ያለተቀየረ ሀሳብ የኢትዮጵያ ጠይሙ ሙሴ $trophy-yellow-smiling $trophy-yellow-smiling ልንረዳቹ አንችልም ጉለቴ አይዞቹ
56:05,Bayanova,ቀልዱ   እየቀጠለ   ነው ??????????????????????????????????????????????????????????!! ።   ።   ።   ።   ።   ።   ።   ።   ።   ።   ።   ።   ።   ።   ሰባዊ   መብት ....  አዲወስ።   ዲሞክራሲ .....  አዲወስ  ....  ክክክክክክክክክክክክክክክክክክክክክክክክክክክክክክክውክ
56:07,Tsadik Beyana,abichuu museeeeeeèeee
56:10,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
56:17,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
56:17,batuga tagin,የጠቅላዩን የጀግንነት ጥግ ለማየት በሁሉም ዘርፍ የተመዘገበዉን ዘርፈ ብዙ ለዉጥ መመልከት በቂ ነው
56:18,Hanna Tamrat,Dr Abiye is the best leader  🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹 $❤ $❤ $❤ $❤ $❤
56:23,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
56:29,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
56:30,Khalid Mahamud,yes victory ithopia and Somaliland  $💯 $❤ $♥ $💪
56:33,Kefale Gerbi,"Itoophiyaa humna namaatiin, diinagdeedhaan, aarsaadhaan afaan adda addaa barsiisuudhaan, nagaafi tasgabbii uumuudhaan utubuun, akka hapheetti walitti cimsaa jirra."
56:34,Tamrat Berhanu Damitew,whatts abiy docter
56:34,wonde Tesfaye,አማራ ውጣ ከዚህ
56:39,Ermias,ነረሰበረሰተደማመጠ
56:40,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
56:41,Tsadik Beyana,abichuuu ye aradaaa yijiii
56:45,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
56:47,Nani Eyob,አቢቹ የዘመኑ ድንቅ መሪ
56:55,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
56:58,Khalid Mahamud,I lovit ithopia from hargeisa somaliland  $❤ $❤ $♥ $💪 $💪 $💯 $🙏 $✨ $✨ $✨ $✨ $✨ $✨ $✨
57:01,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
57:03,God be with Ethiopian,Abey Ahmed መስደብ ራስን መስደብ ነው የሁላችን መሪ ስለሆኑ ራሱን የሚሰድብ ደደብ ነው
57:04,Jabesa Adula,ij mawuxat yelem indeeeeeeeeeee?????
57:04,nigus bizuayehu,photo lemasayet sayhon hzbn lemagelgel newuko behzb nbret wonber lay yetekemetachihut please think out of box.
57:06,Ali Yaqub,best leader my hero
57:07,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
57:07,Tsadik Beyana,museèeeeeeee museeeeeee
57:12,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
57:14,Muluken Fiseha,@Tomas Mulu are you Normal??
57:14,lol lol,abbichu merx merii
57:17,Mimi M,🇪🇹🇪🇹🇪🇹  FREE CHRISTIAN TADELE  🇪🇹🇪🇹 .
57:19,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
57:24,yercawq,አንተ ደደብ ሙስሊም ገዳዩዋን እስራኤል ስትል አይደብረህም። ቶሎ ስልጣን ለቀቅ ።
57:25,Elias Yitbarek,ፓርላማ ነው ጨፌ ኦሮሚያ አልገባኝም በቃ ኢትዮጵያ የምትባል ሐገር ጠፋች
57:25,manchester united,zeregna mengist
57:28,adise mama,የማያም ስብስብ
57:30,Abreham Molla,Adwa is Miniliks product!
57:30,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
57:36,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
57:38,African report 2050,@Khalid Mahamud WE LOVE U TOO
57:43,THOMAS MULU,ABIY DEDEB AREMENE!!!!!!!!!!!!!!!!
57:49,Latera Asinake,Abiyyi Goota jaarraa 21ffaa
57:53,Tilahun dejene,Abichun Nega Nega
57:57,S A,አርቆ የሚያየው መሪየችን! ኑርልን
57:57,Tesfaye Demeku,የአዲስ አበባን ነዋሪዎች የቤትችግር መፍታት ያቃተው ደደብ መሪ
57:59,Nani Eyob,አቢቹ ሺ አመት ንገስ ኩራታችን
58:01,Haimanot Tilahun,manshim btnchachi band meglecha chich yadergsh yele aya jbo
58:01,batuga tagin,ታላቋን ኢትዮጵያ እንደ ስሟ በሁሉም መስኮች ታላቅ የማድረጉ ጥረት የሁሉንም ኢትዮጵያዊያን አስተዋጽኦ መሆን አለበት
58:04,Tesfaye Demeku,የአዲስ አበባን ነዋሪዎች የቤትችግር መፍታት ያቃተው ደደብ መሪ
58:08,Tesfaye Demeku,የአዲስ አበባን ነዋሪዎች የቤትችግር መፍታት ያቃተው ደደብ መሪ
58:09,lol lol,jegna merii abiy
58:10,Tsegaye Bitew,$whistle-red-blow $whistle-red-blow $whistle-red-blow $whistle-red-blow $whistle-red-blow $whistle-red-blow $whistle-red-blow $whistle-red-blow $whistle-red-blow $whistle-red-blow $whistle-red-blow
58:10,Hanna Tamrat,ለአብቹ   $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏
58:13,Mulualem Girma,የመጨረሻ ስብሰባ
58:13,African report 2050,ETHIOPIA  $🖤  SOMALILAND
58:14,Tesfaye Demeku,የአዲስ አበባን ነዋሪዎች የቤትችግር መፍታት ያቃተው ደደብ መሪ
58:15,batuga tagin,በሁሉም የምርት ዓይነቶች ምርትና ምርታማነታችንን በማረጋገጥ ሀገራችን የጀመረችውን የግብርና መር እኮኖሚና አጋር ቱሩፋቶችን ዕውን ማድረግ ይቻላል።
58:21,mikoo ada,askabache hula
58:22,tiktolikeshorts,ዘንዶው ተወግቶ ኢትዮጵያ ምግባን መብላት ጀምራለችች እግዚአብሔር ይመስገን።
58:27,hezkiel taddesse,ማን ሊመጣ ጃዊሳው
58:32,Tesfaye Demeku,የአዲስ አበባን ነዋሪዎች የቤትችግር መፍታት ያቃተው ደደብ መሪ
58:36,Geni Tarko,የታሰሩት ይፈቱ
58:43,African report 2050,WOW VERY GOOD Q
58:45,Ambo Tube,well come
1707201205671187,N/A,placeholder content
58:51,Ayele Deberu,አብይ የዘመኑ ድንቅ መሪ
1707201214818596,N/A,placeholder content
58:56,Afripia,በምግብ ዋስትና ራሳችንን ከቻልን ከየትኛዉም የኢኮኖሚ ቅኝ ግዛት ተላቀን ሀገራችንን ቀና እንድትል ማድረግ እንችላለን።
59:00,adise mama,የወደቡ ጉዳይ ሟተ እንዴ
59:01,Are you ready for the Rapture?,Yes
59:03,Nani Eyob,ጃዊሳ ለመሪነት አይበቃም
59:08,Senait Mulat,Abchu  $🌹 Abchu  $🌹 Abchu with Ethiopia  $🌹 going strong & straight forword 🇪🇹🇪🇹🇪🇹 $💪 $💪 $💪
59:12,batuga tagin,$❤ $❤ $❤ $❤ $❤
59:14,መልከኛው የግሻባዩ ነኝ,ከየት ነው እየሰበሰበ ያመጣቸው
59:15,Setefayisa-ሴተፋይሳ,$💚 $💚 $💚 $💛 $💛 $💛 $❤ $❤ $❤ $❤
59:16,Sarah Fatima,ከአብቹ ጋር ወደ ፊት ።
59:16,batuga tagin,$💖 $💖 $💖 $💖 $💖 $💖
59:16,lol lol,የችግሮቻችንን መንስኤዎች እንደ ጤዛ ማርገፍ የሚቻለው በወንድማማችነት /በእህትማማችነት ማዕቀፍ ውስጥ ብቻ ነው፡፡
1707201240210074,N/A,placeholder content
59:22,Habtamu Msganaw,100 ብር ከፍለው መጠጥ ቤት ላይ የሚወደሱ ና ደማቸው የሚሞቅ ሰዎችን የሚመስል አብቹ
59:27,Innocent Guitar,የጋራ ታሪካችን የጋራ ነው
59:28,batuga tagin,$❤ $❤ $❤ $❤ $❤ $❤ $❤ $💯 $💯 $💯 $💯
1707201248329534,N/A,placeholder content
59:35,lol lol,$🥰 $🥰 $🥰 $🥰 $🥰 $🥰 $🥰 abbichu yichilal
59:38,hawwii keenya,$❤ $❤ $❤ 🇪🇹🇪🇹
59:39,zemzem Trade,بسم الله الرحمن الرحيم
59:44,lol lol,ሀገራችንን ወደሰላምና እድገት እንዲሁም ለቀጣይ ትውልድ የተረጋጋችና በኢኮኖሚ የፈረጠመች ሀገር ማስረከብ ወሳኝ ነው!
59:44,ዜድ የኪዳን ልጅ,ሰላም ይብዛላችሁ ሰላም ለ ዉድ ሀገራችን ኢትዮጵያ ይሁን 🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹 $💚 $💚 $💚 $💚 $💛 $💛 $💛 $💛 $❤ $❤ $❤ $❤
59:45,TAGS GIS and RS,Namatu dhabame
59:49,zemzem Trade,اللهم صل وسلم على نبينا محمد
59:53,batuga tagin : አባይ ግድብ ባንተ ዘመን ተጠናቋል; በሀገራችን በሁሉም ዘርፎች የታዩ አስደናቂ ለውጦች ያንተን የአመራር ብቃትህን ይመሰክራሉ:,
59:59,mkmm,አብይ ለሀገሩ ልጆች መዳብ ለአለም ህዝቦች በተለይም ለአፍሪካ ወርቅ አልማዝ ነው
1:00:05,African report 2050,all beting game  $🤬
1:00:10,Moja Tdnj,አብይን መደገፍ ሀገሬን ማፅናት ነው!
1:00:11,demekech ayele,Wow
1:00:12,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:00:13,samuel,እንደ ብልጥግና መንግስት እና አብይ አይነት ድልብ መሀይም ህሊና የሚባል ነገር ያልፈጠረባቸው ሰዎች ባለም ለይ አንድም ሰው ስለመኖሩ እጠራጠራለሁ እስኪ አስቡት አሁን በዚህ ቅጽበት በረሃብ እየሞተ ያለ ሰው በምግብ እራሰችንን ስለቻልን እንኳን ደሳለን የሚል ወሬ ከፓርላማ ሲሰማ አይገርምም
1:00:15,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:00:18,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:00:18,Seifu Tilahun,ያልበሰሉብዙኮማቾችቀሽሞች
1:00:22,lol lol,ዶ/ር አብይ ይለያል ከኢትዮጲያ አልፎ ለዓለም የሚተርፍ እውቀትም ብቃትም አለው! በአዲስ አስተሳሰብ እንጂ በአረጀ አመለካከት ሀገር እንደማይመራ እያሳየን ያለ ድንቅ መሪ ነው!
1707201304857817,N/A,placeholder content
1:00:28,zemzem Trade,$😁 $🙂 $😊 $☺
1:00:28,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:00:31,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:00:35,Innocent Guitar,"viva Abiy, viva Ethiopia, viva Prosperity Party"
1:00:39,yilef de,እነ ክርስቲያን ታደለ እና ዶክተር ደስያለኝ ጫኔ የለሉበት ስብሰባ የከብት ስብሰባ ነው
1:00:47,yercawq,ትምህርት ሚኒስትር እና የኢትዮጵያ አየር መንገድ የአፄው ስርዐት ናፋቂ የመሸጉበት የፋኖ ደጋፊዎች ሙስሊም ዜጋ አይቆጥርም ።
1:00:49,African report 2050,she  $🤩 $🤩
1:00:50,Hanna Tamrat,አብቹ   ለሁሉ   መፍትሄ   ስላለህ   እንኮራብሃለን   $🙏🏽
1:00:57,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:00:57,batuga tagin : ሀገራችን ኢትዮጵያ ለቀይ ባህር ንግድ ለሀገራት እየከፈለች የቆየችውን ዶላር ለራሷ ጥቅም እንድታውል ኢትዮጵያ የባህር በር ልታገኝ ጫፍ ላይ ደርሰለች:,
1:00:59,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:01:00,Innocent Guitar,"viva Abiy, viva Ethiopia, viva Prosperity Party"
1:01:05,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:01:06,demekech ayele,$👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏
1:01:09,Bayanova,"Human rights, democracy, employment, economic growth…….. all are luxuries!"
1707201351165756,N/A,placeholder content
1:01:13,Tekle Bekele,ANDANID YEHIZB TEWEKAYOCH BAKACHIHU MIDIYA LAY ATANIKELAFU
1:01:13,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:01:16,አስሚድ ለቤዘ አልሀምዱሊለሂ,የጦር ሀይሎች ጠቅለይ አዛዥ  $💪  ጠ/ም ዐብቹ ገነ ይቀጥላል 1ሺ አመት ነዉ ይመራል የተበለዉ ስለዚ 5 አመት መርቶዋል ገነ 995 አመት ይቀረዋል ፅንፈኞች እየመረረቹ ወጡት 🇪🇹🇪🇹🇪🇹 $🙏 $🙏 $🙏  ዐብቹ ይቀጥለል ዉሾቹ ይጮሀሉ
1:01:20,saron tesfu,ንሃገራዊ ምክልኻል ኢትዮጵያ ንድግፍ $❤ $❤ $❤
1707201362786277,N/A,placeholder content
1:01:24,Fahmi Musa,$👍
1:01:27,Asd Dfrr,አፄዎቹ ተቀጠሉ ገነ ምን አይተቹ አብቹ ገነ የሰየቹሀል
1:01:29,Khalid Mahamud,abiiy smart guy  $👦   $👌   $👏   $👍  u welcome somaliland all lady and gentlemen  $🚹   $👏
1:01:30,Mimi M,🇪🇹🇪🇹🇪🇹  FREE CHRISTIAN TADELE  🇪🇹🇪🇹
1:01:33,zemzem Trade,$👍 $🤙 $✌ $👋
1:01:37,saron tesfu,ብጣልያን ዘይዓነወት ሃገር ብውሽጣዊ ጕጅለታት ክትጠፍእ ኣይትኽእልን እያ
1:01:38,Shimelis Belayneh,እንደ ሀገር እንደ ህዝብ አንገት የደፋንበት ዘመን  $🤢 ።ሙሴ ባዩ ሠውዬ ፡ ምናይነት ፍናፍንት ነው!!??ሀገር እየፈራረሰች ተሻገር የሚል አንካሳ።ይሄ ፓርላማ በመጨው ዘመን ወደ ኋላ ሲታይ የቺምፓንዚ ስብስብ ይባላል።ግምቴ ነው።
